filepath,label,label_index
/content/drive/MyDrive/DataSet_Face/train/angry/im3011.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2979.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3014.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2977.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2963.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2955.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2988.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2980.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2948.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3004.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2984.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2995.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2912.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2982.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2978.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2967.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2981.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3021.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2939.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2925.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2989.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2938.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2931.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3000.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2918.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2929.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3032.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2950.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2985.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2957.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3007.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2987.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2932.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2986.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3023.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2949.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3020.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3016.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3025.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3031.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2917.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2962.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2975.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2966.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2951.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3012.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2961.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2940.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2935.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2968.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2915.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2913.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2937.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2974.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2936.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2941.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2926.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2992.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2953.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2990.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2916.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2971.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3001.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2960.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2923.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2943.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3028.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2959.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2933.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2976.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3029.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2942.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3030.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3009.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2972.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2994.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3033.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3026.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2930.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3002.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3024.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2928.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2956.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2983.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2914.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2952.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3013.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3018.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2998.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3027.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2921.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im3034.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2954.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2991.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2969.png,angry,0
/content/drive/MyDrive/DataSet_Face/train/angry/im2946.png,angry,0
